Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
06/28/2025,NISS,4D,,GRY,DR91061,IL,701 N. Sacramento,(773) 265-7605,7126396
05/09/2025,DODG,4D,,GRY,CK23658,IL,400 E. Lower Wacker,(312) 744-7550,0342289
06/16/2025,FORD,HB,FOC,GRY,FE40979,IL,10300 S. Doty,(773) 568-8495,2989087
06/28/2025,JEEP,LL,,GRY,BH29414,IL,701 N. Sacramento,(773) 265-7605,7126404
06/28/2025,NISS,4D,,BLK,EE84487,IL,701 N. Sacramento,(773) 265-7605,7126397
06/28/2025,PONT,4D,,GRY,DY75296,IL,701 N. Sacramento,(773) 265-7605,7126405
04/25/2025,HYUN,4D,,BLK,EF23135,IL,701 N. Sacramento,(773) 265-7605,712
06/28/2025,HOND,4D,,GRY,FC71736,IL,701 N. Sacramento,(773) 265-7605,7126406
06/20/2025,CHEV,4D,,SIL,NONE,IL,701 N. Sacramento,(773) 265-1846,1549424
07/09/2025,NISS,4D,ALT,BLK,AC73919,IL,10300 S. Doty,(773) 785-9752,1728358
06/30/2025,MITS,LL,OUT,SIL,DB68342,IL,701 N. Sacramento,(773) 265-7605,7127135
07/12/2025,FORD,LL,,GRN,WH1976B,WI,701 N. Sacramento,(773) 265-7605,7127884
06/01/2025,FORD,4D,,WHI,ZZ64788,IL,701 N. Sacramento,(773) 265-7605,7124372
07/11/2025,TOYT,4D,PRI,BLU,ZK2H8F,MS,701 N. Sacramento,(773) 265-7605,7127813
06/20/2025,CHEV,4D,,BLK,DJ36484,IL,701 N. Sacramento,(773) 265-1846,1549422
06/04/2025,CADI,2D,,RED,EK80634,IL,701 N. Sacramento,(773) 265-7605,7124604
07/06/2025,TOYT,4D,MTX,WHI,541AC281,IL,10300 S. Doty,(773) 568-8495,2989904
07/11/2025,FORD,LL,XPL,TAN,EJ98324,IL,10300 S. Doty,(773) 785-9752,1728374
06/20/2025,BMW,4D,,BLU,,,10300 S. Doty,(773) 785-9752,1728284
07/11/2025,INFI,LL,QX6,SIL,Q125346,IL,10300 S. Doty,(773) 568-8495,2990143
04/25/2025,VOLK,LL,,GRY,DB65349,IL,701 N. Sacramento,(773) 265-7605,7121312
06/07/2025,KIA,4D,,MAR,EQ74787,IL,701 N. Sacramento,(773) 265-7605,7124778
04/17/2025,JEEP,SW,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7120669
06/26/2025,CHEV,LL,,GRY,EV47888,IL,10300 S. Doty,(773) 568-8495,2989407
06/20/2025,CHEV,4D,,GRN,,,10300 S. Doty,(773) 568-8495,2989201
05/02/2025,VOLV,LL,,BLK,DB80850,IL,701 N. Sacramento,(773) 265-7605,7121925
06/20/2025,CHEV,4D,,BLU,NONE,IL,10300 S. Doty,(773) 785-9752,1728285
05/02/2025,VOLK,LL,,BLU,WH1054D,WI,10300 S. Doty,(773) 568-8495,514343
06/07/2025,HOND,4D,,BLU,MFV394,IL,701 N. Sacramento,(773) 265-7605,7124780
06/04/2025,JEEP,LL,,SIL,EH82578,IL,701 N. Sacramento,(773) 265-7605,7124605
06/28/2025,NISS,4D,,BLK,667DEG,IN,701 N. Sacramento,(773) 265-7605,7126420
06/28/2025,VOLK,4D,,BLU,CF27440,IL,701 N. Sacramento,(773) 265-7605,7126411
07/11/2025,CHEV,LL,CTV,TAN,DH45163,IL,10300 S. Doty,(773) 568-8495,2990141
05/14/2025,TOYT,LL,,GRY,EJ61713,IL,10300 S. Doty,(773) 568-8495,2987683
06/13/2025,GMC,4D,,GRY,A261701,IL,10300 S. Doty,(773) 568-8495,2988924
06/28/2025,KIA,4D,,BLK,1234567,IL,10300 S. Doty,(773) 568-8495,2989501
07/11/2025,MERZ,4D,,SIL,DX31294,IL,701 N. Sacramento,(773) 265-7605,7127814
05/02/2025,VOLK,LL,,RED,EK48976,IL,701 N. Sacramento,(773) 265-7605,7121923
05/27/2025,HOND,4D,CIV,SIL,Z986915,IL,701 N. Sacramento,(773) 265-7605,7124010
06/07/2025,BMW,LL,,BLK,ER60789,IL,701 N. Sacramento,(773) 265-7605,7124777
05/14/2025,FORD,4D,,WHI,3916IP,IL,400 E. Lower Wacker,(312) 744-7550,0342742
05/27/2025,FORD,LL,EDG,WHI,FG93571,IL,701 N. Sacramento,(773) 265-7605,7124013
06/26/2025,HYUN,LL,,GRY,R248832,IL,400 E. Lower Wacker,(312) 744-7550,0345846
06/26/2025,GMC,LL,,SIL,DV70898,IL,10300 S. Doty,(773) 568-8495,2989411
06/20/2025,CHEV,4D,,WHI,DT65938,IL,701 N. Sacramento,(773) 265-7605,7125844
06/20/2025,PONT,4D,,BLK,EB95898,IL,701 N. Sacramento,(773) 265-7605,2989203
04/17/2025,MITS,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7120670
07/04/2025,TOYT,4D,,RED,FA21105,IL,701 N. Sacramento,(773) 265-7605,7127331
07/04/2025,KIA,LL,,SIL,EW53814,IL,701 N. Sacramento,(773) 265-7605,7127329
06/20/2025,MERZ,4D,,RED,AE79570,IL,10300 S. Doty,(773) 785-9752,1728286
05/30/2025,NISS,4D,SEN,SIL,DV64052,IL,701 N. Sacramento,(773) 265-7605,7124160
06/20/2025,SATU,4D,,RED,BB68109,IL,10300 S. Doty,(773) 568-8495,2989202
06/13/2025,MITS,4D,,GRY,Q717230,IL,10300 S. Doty,(773) 785-9752,1728264
06/13/2025,FORD,4D,,BLU,ZCZY,IL,10300 S. Doty,(773) 568-8495,2988923
04/27/2025,SUBA,SW,,GRY,EV68774,IL,701 N. Sacramento,(773) 265-7605,7121608
06/20/2025,KAWK,MC,,BLK,,,10300 S. Doty,(773) 568-8495,2989204
04/27/2025,NISS,SW,,WHI,CC76472,IL,701 N. Sacramento,(773) 265-7605,7121607
06/13/2025,INFI,4D,,,T429508,IN,10300 S. Doty,(773) 568-8495,2988926
06/28/2025,HYUN,4D,,BLK,NIYA8WS,IL,10300 S. Doty,(773) 568-8495,2989500
06/28/2025,FORD,LL,,BLU,BL27271,IL,10300 S. Doty,(773) 568-8495,2989502
07/04/2025,HYUN,4D,,ONG,EP58595,IL,10300 S. Doty,(773) 568-8495,2989760
05/30/2025,NISS,4D,ALT,BLK,BX23654,IL,701 N. Sacramento,(773) 265-7605,7124162
06/20/2025,HYUN,4D,,GRN,2NDN92,MI,701 N. Sacramento,(773) 265-7605,7125850
06/20/2025,BUIC,4D,,BLK,DY34883,IL,701 N. Sacramento,(773) 265-7605,7125848
05/02/2025,JEEP,LL,,WHI,,IL,10300 S. Doty,(773) 785-9752,1728048
06/20/2025,CHEV,4D,,BLU,DY36820,IL,701 N. Sacramento,(773) 265-7605,7125846
07/08/2025,MDCA,BT,,WHI,NONE,IL,10300 S. Doty,(773) 785-9752,1728349
05/04/2025,MERC,LL,,WHI,AX80265,IL,701 N. Sacramento,(773) 265-7605,7122128
04/27/2025,SUBA,SW,,SIL,CH49949,IL,701 N. Sacramento,(773) 265-7605,7121609
05/30/2025,MERZ,LL,L40,WHI,AG29994,IL,701 N. Sacramento,(773) 265-7605,7124161
04/25/2025,HOND,4D,,GRY,Q878160,IL,400 E. Lower Wacker,(312) 744-7550,0341157
06/20/2025,TOYT,4D,,BGE,CD46443,IL,701 N. Sacramento,(773) 265-7605,7125849
05/11/2025,JEEP,LL,,MAR,EH52208,IL,701 N. Sacramento,(773) 265-7605,7122702
06/20/2025,BUIC,4D,,WHI,ER82229,IL,701 N. Sacramento,(773) 265-7605,7125847
06/20/2025,KIA,4D,,SIL,DH76602,IL,701 N. Sacramento,(773) 265-7605,7125845
06/20/2025,HOND,4D,,MAR,EA16978,IL,701 N. Sacramento,(773) 265-7605,7125852
05/11/2025,CHEV,4D,,TAN,FG17339,IL,400 E. Lower Wacker,(312) 744-7550,0342458
05/09/2025,HOND,LL,,GRY,EQ32771,IL,701 N. Sacramento,(773) 265-7605,7122469
04/16/2025,MERZ,LL,,SIL,DP84750,IL,701 N. Sacramento,(773) 265-7605,7120672
06/17/2025,HOND,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2989089
06/13/2025,AUDI,4D,,GRY,ER50031,IL,10300 S. Doty,(773) 568-8495,2988929
07/08/2025,MDCA,BT,,WHI,NONE,IL,10300 S. Doty,(773) 785-9752,1728348
05/11/2025,CHEV,4D,,WHI,DC23894,IL,400 E. Lower Wacker,(312) 744-7550,0342438
07/12/2025,HYUN,4D,,RED,CYF3824,GA,701 N. Sacramento,(773) 265-7605,7127894
06/20/2025,HOND,4D,,BLK,AD61786,IL,701 N. Sacramento,(773) 265-7605,7125854
06/13/2025,NISS,4D,,GRY,EP29671,IL,10300 S. Doty,(773) 568-8495,2988922
06/30/2025,HOND,4D,ACC,GRY,4STN62,MA,701 N. Sacramento,(773) 265-1846,1549457
04/27/2025,NISS,4T,,GRY,142RLR,IN,701 N. Sacramento,(773) 265-7605,7121623
04/27/2025,KIA,4T,,GRY,CX48646,IL,701 N. Sacramento,(773) 265-7605,7121610
07/06/2025,TOYT,4D,COA,SIL,,,701 N. Sacramento,(773) 265-7605,7127583
06/30/2025,TESL,LL,TY,BLK,53914EL,IL,701 N. Sacramento,(773) 265-1846,1549456
06/04/2025,JEEP,LL,,WHI,,,701 N. Sacramento,(773) 265-7605,7124606
04/19/2025,CHEV,4D,,WHI,FG17395,IL,400 E. Lower Wacker,(312) 744-7550,0340716
07/12/2025,TOYT,4D,,BLU,BW20483,IL,701 N. Sacramento,(773) 265-7605,7127892
05/09/2025,JEEP,LL,,GLD,DX73358,IL,701 N. Sacramento,(773) 265-7605,7122478
07/12/2025,MAZD,4D,,BLU,BM74858,IL,701 N. Sacramento,(773) 265-7605,7127890
05/13/2025,INTL,DS,,RED,NONE,IL,701 N. Sacramento,(773) 265-1846,1549192
04/17/2025,HOND,4D,,SIL,DJ41873,IL,10300 S. Doty,(773) 568-8495,2986537
06/01/2025,TOYT,PK,,GRY,011609A7,IL,701 N. Sacramento,(773) 265-7605,7124368
05/24/2025,NISS,LL,MUR,WHI,FD53152,IL,701 N. Sacramento,(773) 265-7605,7123729
05/06/2025,BMW,LL,,SIL,R982803,IL,400 E. Lower Wacker,(312) 744-7550,0315385
05/02/2025,CHEV,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7121930
05/06/2025,BMW,LL,,SIL,R982803,IL,400 E. Lower Wacker,(312) 744-7550,0315385
04/27/2025,TOYT,4T,,WHI,EW62940,IL,701 N. Sacramento,(773) 265-7605,7121613
06/28/2025,FORD,LL,,TAN,EN297679,IL,10300 S. Doty,(773) 568-8495,2989504
06/10/2025,INTL,SE,,WHI,NONE,IL,10300 S. Doty,(773) 785-9752,1728244
06/09/2025,KIA,LL,SOR,BLU,ET69837,IL,701 N. Sacramento,(773) 265-7605,7125068
06/23/2025,BMW,4D,300,RED,FE45617,IL,10300 S. Doty,(773) 568-8495,2989300
07/07/2025,NISS,4D,,BLU,EW89889,IL,400 E. Lower Wacker,(312) 744-7550,0346709
04/27/2025,ACUR,4T,,GRY,ER95475,IL,701 N. Sacramento,(773) 265-7605,7121619
06/20/2025,NISS,4D,,WHI,ES88854,IL,701 N. Sacramento,(773) 265-7605,7125851
06/17/2025,VOLK,4D,PAS,WHI,EE14015,IL,10300 S. Doty,(773) 568-8495,2989088
06/23/2025,VOLK,4D,JET,SIL,NONE,IL,10300 S. Doty,(773) 568-8495,2989301
07/07/2025,HYUN,4D,SON,SIL,,,10300 S. Doty,(773) 568-8495,2989905
07/07/2025,CHEV,2D,CAM,SIL,DU88452,IL,701 N. Sacramento,(773) 265-7605,7127584
06/01/2025,TOYT,LL,,WHI,FG89614,IL,701 N. Sacramento,(773) 265-7605,7124374
04/27/2025,CHEV,4T,,RED,EU51889,IL,701 N. Sacramento,(773) 265-7605,7121620
06/01/2025,HOND,VC,,BGE,W316766,IL,701 N. Sacramento,(773) 265-7605,25034373
06/13/2025,SUBA,4D,,BLK,DH83140,IL,701 N. Sacramento,(773) 265-7605,7125269
05/13/2025,CHEV,4D,MAL,WHI,,,701 N. Sacramento,(773) 265-7605,7122889
04/22/2025,HYUN,4D,,SIL,EB90713,IL,10300 S. Doty,(773) 568-8495,2986739
04/17/2025,TOYT,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2986539
04/30/2025,CHRY,LL,TK,TAN,EU51928,IL,701 N. Sacramento,(773) 265-7605,7121771
06/23/2025,ACUR,4D,ATL,SIL,NONE,IL,10300 S. Doty,(773) 785-9752,1728290
04/19/2025,TOYT,LL,,BLK,DQ49695,IL,701 N. Sacramento,(773) 265-7605,7120875
05/02/2025,KIA,LL,,GRY,EK45249,IL,400 E. Lower Wacker,(312) 744-7550,0341785
05/25/2025,GMC,LL,,BLK,01086A54,IL,10300 S. Doty,(773) 568-8495,2988126
06/25/2025,TOYT,4D,,WHI,DK41598,IL,10300 S. Doty,(773) 568-8495,2989409
06/07/2025,FORD,4D,,SIL,4MXA14,MI,701 N. Sacramento,(773) 265-7605,7124845
04/19/2025,KIA,LL,,GRY,EY50638,IL,701 N. Sacramento,(773) 265-7605,7120874
05/02/2025,HOND,LL,,MAR,JMY884,OK,400 E. Lower Wacker,(312) 744-7550,0341786
04/19/2025,TOYT,4D,,BLU,EZ76598,IL,701 N. Sacramento,(773) 265-7605,7120873
06/01/2025,CHEV,4D,,BLU,EM54285,IL,10300 S. Doty,(773) 568-8495,2988497
06/13/2025,KIA,4D,,WHI,DW79Z1,FL,701 N. Sacramento,(773) 265-7605,7125298
06/07/2025,TOYT,LL,,WHI,EJ38606,IL,701 N. Sacramento,(773) 265-7605,7124785
05/14/2025,KIA,4D,,SIL,BK65429,IL,701 N. Sacramento,(773) 265-7605,7122947
05/13/2025,TESL,4D,,GRY,58556EL,IL,400 E. Lower Wacker,(312) 744-7550,0342635
05/01/2025,FORD,LL,,WHI,4060849B,IL,701 N. Sacramento,(773) 265-7605,7121867
05/06/2025,NISS,4D,,BLK,0000,IL,701 N. Sacramento,(773) 265-7605,7122276
04/27/2025,HOND,4T,,GRY,EE17264,IL,701 N. Sacramento,(773) 265-7605,7121616
04/27/2025,MAZD,LL,,GRY,EP16635,IL,701 N. Sacramento,(773) 265-7605,7121614
06/09/2025,HOND,2D,CIV,BLU,DZ37664,IL,701 N. Sacramento,(773) 265-1846,1549359
05/19/2025,JEEP,LL,,RED,DK32253,IL,701 N. Sacramento,(773) 265-7605,7123330
05/02/2025,KIA,4D,,GRY,8PXJ979,CA,701 N. Sacramento,(773) 265-7605,7121932
06/09/2025,MDCA,PK,,WHI,NONE,IL,701 N. Sacramento,(773) 265-7605,7125073
07/09/2025,TOYT,4D,PRI,GRN,,,10300 S. Doty,(773) 568-8495,2990053
06/23/2025,NISS,4D,,WHI,E9955010,IL,400 E. Lower Wacker,(312) 744-7550,0345686
06/13/2025,HOND,4D,,GRY,BR86785,IL,701 N. Sacramento,(773) 265-7605,7125296
06/20/2025,DODG,4D,,WHI,DQ27822,IL,701 N. Sacramento,(773) 265-7605,7125855
06/13/2025,TOYT,4D,,GRY,FA69326,IL,701 N. Sacramento,(773) 265-7605,7125297
04/27/2025,MAZD,4T,,BLK,655CMM,IN,701 N. Sacramento,(773) 265-7605,7121618
07/09/2025,INFI,4D,,BLK,DKP868,IN,10300 S. Doty,(773) 568-8495,2990047
06/20/2025,DODG,4D,,BGE,418ACF,WA,701 N. Sacramento,(773) 265-1846,1549426
06/02/2025,NISS,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,2988496
06/02/2025,MAZD,4D,,WHI,BAS4654,WI,701 N. Sacramento,(773) 265-7605,25035561
06/17/2025,DODG,PK,,WHI,3860083B,IL,10300 S. Doty,(773) 568-8495,2989090
06/20/2025,TOYT,4D,,BLK,ET46117,IL,10300 S. Doty,(773) 568-8495,29892005
07/03/2025,LEXS,4D,300,GLD,0,IL,10300 S. Doty,(773) 568-8495,2989753
06/28/2025,SATU,4D,,BLU,1234567,IL,701 N. Sacramento,(773) 265-7605,7126403
04/19/2025,VOLK,4D,,GRY,FA80529,IL,701 N. Sacramento,(773) 265-7605,7120869
05/07/2025,SUBA,4D,CTK,GRY,GCS7837,OH,701 N. Sacramento,(773) 265-7605,7122353
04/27/2025,NISS,4T,,RED,FC45561,IL,701 N. Sacramento,(773) 265-7605,7121617
06/26/2025,CHRY,VC,,DBL,,,10300 S. Doty,(773) 568-8495,2989414
05/30/2025,TOYT,4D,PRI,SIL,EU63889,IL,701 N. Sacramento,(773) 265-7605,7124163
06/17/2025,NISS,PK,,SIL,3814785B,IL,701 N. Sacramento,(773) 265-7605,7125675
05/14/2025,INFI,4D,,RED,0000,IL,10300 S. Doty,(773) 568-8495,2987684
04/19/2025,HYUN,LL,TK,BLK,,IL,701 N. Sacramento,(773) 265-7605,7120870
07/06/2025,HOND,4D,,MAR,,,701 N. Sacramento,(773) 265-7605,7127529
05/07/2025,NISS,4D,MAX,WHI,13822WS0,IL,10300 S. Doty,(773) 568-8495,2987380
06/28/2025,DODG,2D,,SIL,FF18567,IL,701 N. Sacramento,(773) 265-7605,7126407
06/17/2025,TOYT,4D,,RED,BU18419,IL,701 N. Sacramento,(773) 265-7605,7125676
06/20/2025,HOND,LL,CRV,BLK,GI372,IN,701 N. Sacramento,(773) 265-7605,7125857
06/07/2025,NISS,LL,,BLK,EV87703,IL,701 N. Sacramento,(773) 265-7605,7124784
06/17/2025,CHEV,4D,,GLD,FJ36025,IL,10300 S. Doty,(773) 568-8495,2989092
04/19/2025,DODG,VN,,BLK,WH1270B,WI,701 N. Sacramento,(773) 265-7605,7120876
04/30/2025,MERC,4T,,TAN,DR47256,IL,10300 S. Doty,(773) 568-8495,2987035
06/20/2025,TOYT,4D,YAR,SIL,ET62423,IL,701 N. Sacramento,(773) 265-7605,7125856
06/28/2025,CHEV,4D,,GRN,1234567,IL,701 N. Sacramento,(773) 265-7605,7126419
06/28/2025,HOND,4D,,GRN,CH95719,IL,701 N. Sacramento,(773) 265-7605,7126418
06/23/2025,MDCA,TE,,WHI,PC64296,IN,10300 S. Doty,(773) 568-8495,2989302
04/19/2025,FORD,PK,,WHI,,IL,10300 S. Doty,(773) 568-8495,2986629
06/20/2025,JEEP,LL,RNG,WHI,BC42815,IL,701 N. Sacramento,(773) 265-7605,7125842
05/14/2025,HYUN,4D,,WHI,ET83189,IL,701 N. Sacramento,(773) 265-7605,7122954
05/11/2025,NISS,SW,,GRY,EU89333,IL,701 N. Sacramento,(773) 265-7605,7122742
07/03/2025,BMW,4D,,GRY,FL85213,IL,10300 S. Doty,(773) 568-8495,2989754
05/07/2025,FORD,4D,,BLU,S997152,IN,400 E. Lower Wacker,(312) 744-7550,0342135
06/04/2025,HYUN,4D,,WHI,,,701 N. Sacramento,(773) 265-7605,7124609
06/28/2025,HOND,LL,,GRY,DT77499,IL,701 N. Sacramento,(773) 265-7605,7126416
06/13/2025,NISS,4D,,GRY,2006218B,IL,10300 S. Doty,(773) 568-8495,2988932
04/27/2025,HOND,4D,,RED,EH35594,IL,701 N. Sacramento,(773) 265-7605,7121598
06/09/2025,CHEV,LL,,BLK,S441003,IN,400 E. Lower Wacker,(312) 744-7550,0344708
06/28/2025,DODG,4D,,GRN,EA15481,IL,701 N. Sacramento,(773) 265-7605,7126410
06/28/2025,ROV,LL,,SIL,1234567,IL,701 N. Sacramento,(773) 265-7605,7126413
05/24/2025,HOND,2D,ACC,GRY,DZ38793,IL,701 N. Sacramento,(773) 265-7605,7123590
06/23/2025,CADI,4D,,WHI,EV38753,IL,701 N. Sacramento,(773) 265-7605,7126193
06/30/2025,HOND,VN,ODY,SIL,ES60185,IL,701 N. Sacramento,(773) 265-1846,1549458
05/30/2025,KIA,LL,SPT,BRZ,EB30330,IL,701 N. Sacramento,(773) 265-7605,7124165
05/30/2025,FORD,LL,BRO,BLK,T275476,IN,701 N. Sacramento,(773) 265-7605,7124168
05/26/2025,KIA,LL,,GRY,ER93820,IL,10300 S. Doty,(773) 568-8495,2988141
06/11/2025,FORD,4D,FUS,SIL,CUF319,IN,10300 S. Doty,(773) 568-8495,2988843
05/02/2025,TOYT,4D,,SIL,1400421,IL,400 E. Lower Wacker,(312) 744-7550,0341791
04/25/2025,FORD,LL,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7121314
05/14/2025,CHEV,4D,MAL,WHI,CRS4885,GA,701 N. Sacramento,(773) 265-7605,7122953
06/13/2025,KIA,4D,,WHI,DW79Z1,FL,701 N. Sacramento,(773) 265-7605,7125298
05/14/2025,AUDI,HB,,WHI,FE42998,IL,701 N. Sacramento,(773) 265-7605,7122949
06/13/2025,HOND,4D,,GRY,BR66785,IL,701 N. Sacramento,(773) 265-7605,7125296
04/27/2025,TOYT,4D,,LBL,BF91857,IL,701 N. Sacramento,(773) 265-7605,7121604
06/07/2025,JEEP,LL,,GRY,CA9T7A,OH,701 N. Sacramento,(773) 265-7605,7124789
04/17/2025,FORD,4D,,WHI,BU76000,IL,10300 S. Doty,(773) 568-8495,2986540
06/30/2025,CHRY,VN,TNC,BLK,E697326,IL,701 N. Sacramento,(773) 265-7605,7127134
05/02/2025,JEEP,LL,,RED,KLA9697,OH,400 E. Lower Wacker,(312) 744-7550,0341788
07/13/2025,HYUN,4D,,BLU,ET83225,IL,10300 S. Doty,(773) 568-8495,2990252
05/02/2025,HOND,LL,,GRY,E618792,IL,400 E. Lower Wacker,(312) 744-7550,0341789
06/13/2025,FORD,4D,,BLK,CW74809,IL,701 N. Sacramento,(773) 265-1846,1549391
05/26/2025,TOYT,4D,,BLU,0000,IL,701 N. Sacramento,(773) 265-7605,7123934
06/13/2025,TOYT,4D,,GRY,FA69326,IL,701 N. Sacramento,(773) 265-7605,7125297
07/03/2025,JEEP,LL,,GRY,EM22737,IL,10300 S. Doty,(773) 568-8495,515045
05/06/2025,FORD,4D,,WHI,FG18569,IL,701 N. Sacramento,(773) 265-7605,7122279
07/11/2025,CHEV,LL,EQX,WHI,EF72446,IL,10300 S. Doty,(773) 568-8495,2990142
04/17/2025,TOYT,4D,,WHI,G878262,IL,400 E. Lower Wacker,(312) 744-7550,0340604
05/02/2025,BUIC,LL,,SIL,FB94196,IL,400 E. Lower Wacker,(312) 744-7550,0341792
05/02/2025,TESL,LL,,BLK,B1403EL,IL,400 E. Lower Wacker,(312) 744-7550,0341795
05/02/2025,NISS,4D,,BLK,ASL7096,WI,400 E. Lower Wacker,(312) 744-7550,0341797
04/18/2025,MITS,4D,,BLU,AE47140,IL,400 E. Lower Wacker,(312) 744-7550,0340609
04/18/2025,FORD,LL,,GRY,EE79324,IL,400 E. Lower Wacker,(312) 744-7550,0340608
06/28/2025,AUDI,2D,,GRY,CM74263,IL,701 N. Sacramento,(773) 265-7605,7126408
05/02/2025,HYUN,4D,,BLK,FP275699,IL,400 E. Lower Wacker,(312) 744-7550,0341798
04/27/2025,DODG,PK,,WHI,BMV1581,TN,701 N. Sacramento,(773) 265-7605,7121603
06/23/2025,HOND,4D,FIT,GRY,EY4062,IN,701 N. Sacramento,(773) 265-1846,1549434
04/27/2025,ACUR,4D,,SIL,BT83715,IL,701 N. Sacramento,(773) 265-7605,7121605
05/11/2025,JEEP,LL,GCH,WHI,FB40544,IL,701 N. Sacramento,(773) 265-7605,7122796
06/28/2025,VOLK,LL,,WHI,E121000,IL,701 N. Sacramento,(773) 265-7605,7126417
07/07/2025,POLS,4D,,BLU,FB82416,IL,701 N. Sacramento,(773) 265-7605,7127585
05/27/2025,LEXS,4D,E35,BLK,,,701 N. Sacramento,(773) 265-7605,7124019
05/09/2025,NISS,LL,MUR,GRY,E963588,IL,701 N. Sacramento,(773) 265-7605,7122490
05/11/2025,VOLK,LL,,GRY,GH7C9F,MO,701 N. Sacramento,(773) 265-7605,7122670
07/09/2025,HOND,LL,CRV,GRY,EB31140,IL,701 N. Sacramento,(773) 265-7605,7127711
06/23/2025,GMC,VN,VAN,GRN,EW54942,IL,701 N. Sacramento,(773) 265-7605,7126195
06/28/2025,HOND,LL,,GRY,EL15768,IL,701 N. Sacramento,(773) 265-7605,7126415
05/24/2025,CHEV,4D,,BLK,FP299649,IL,400 E. Lower Wacker,(312) 744-7550,0343523
06/13/2025,NISS,4D,,WHI,N549771,IL,701 N. Sacramento,(773) 265-7605,7125300
07/09/2025,BMW,4D,,WHI,,,10300 S. Doty,(773) 568-8495,2990049
06/11/2025,TOYT,4D,,GRN,,,701 N. Sacramento,(773) 265-7605,7125172
07/09/2025,CHEV,4D,AVO,SIL,,,10300 S. Doty,(773) 568-8495,2990048
04/27/2025,JEEP,LL,,DBL,364DLG,IN,701 N. Sacramento,(773) 265-7605,7121596
05/24/2025,CHEV,PK,C10,GLD,NONE,IL,701 N. Sacramento,(773) 265-7605,7123770
05/19/2025,LINC,4D,,TAN,EG45721,IL,10300 S. Doty,(773) 568-8495,2987863
07/09/2025,TOYT,4D,PRI,SIL,Y729241,IL,10300 S. Doty,(773) 568-8495,2990051
06/11/2025,FORD,LL,,GRY,EA59647,IL,10300 S. Doty,(773) 568-8495,2988844
04/27/2025,NISS,4T,,BLK,FA19169,IL,701 N. Sacramento,(773) 265-7605,7121625
07/03/2025,CHEV,4D,MAL,BLU,012977A6,IL,10300 S. Doty,(773) 568-8495,2989755
06/09/2025,GMC,4D,,TAN,0000,IL,10300 S. Doty,(773) 568-8495,2988748
07/12/2025,HOND,4D,,BLK,DD37522,IL,400 E. Lower Wacker,(312) 744-7550,0347140
04/18/2025,TESL,4D,,BLK,EH31336,IL,400 E. Lower Wacker,(312) 744-7550,0340620
05/11/2025,CHEV,LL,,BLK,CQ14571,IL,701 N. Sacramento,(773) 265-7605,7122682
07/03/2025,NISS,4D,,RED,FA63602,IL,701 N. Sacramento,(773) 265-7605,515044
07/07/2025,HOND,4D,ACC,BLK,Z772069,IL,701 N. Sacramento,(773) 265-7605,7127587
04/27/2025,FORD,LL,,BLK,DS16018,IL,701 N. Sacramento,(773) 265-7605,7121601
06/09/2025,CHEV,4D,,BLK,AR37047,IL,10300 S. Doty,(773) 785-9752,1728237
04/19/2025,TOYT,4D,,SIL,CK12952,IL,701 N. Sacramento,(773) 265-7605,7120877
04/27/2025,VOLK,4T,,BLK,RRG248,IN,701 N. Sacramento,(773) 265-7605,7121629
05/11/2025,HOND,4D,,GRY,DQ96236,IA,400 E. Lower Wacker,(312) 744-7550,0342468
04/18/2025,HYUN,LL,,MAR,DG79406,IL,400 E. Lower Wacker,(312) 744-7550,0340618
04/27/2025,VOLK,LL,,GRY,ER82167,IL,701 N. Sacramento,(773) 265-7605,7121597
05/02/2025,TOYT,4D,,SIL,1410EN,KY,400 E. Lower Wacker,(312) 744-7550,0341794
07/07/2025,GMC,LL,ACA,WHI,,,701 N. Sacramento,(773) 265-7605,7127586
05/30/2025,JEEP,LL,PAT,SIL,EG62411,IL,701 N. Sacramento,(773) 265-7605,7124167
06/28/2025,FORD,PK,,BLK,3505533B,IL,701 N. Sacramento,(773) 265-7605,7126434
07/09/2025,GMC,4D,,GRY,AG22946,IL,701 N. Sacramento,(773) 265-7605,7127685
05/19/2025,AUDI,4D,,BLK,EV44286,IL,701 N. Sacramento,(773) 265-7605,7123309
05/30/2025,TOYT,4D,COA,BLU,AQ26246,IL,701 N. Sacramento,(773) 265-7605,7124166
07/09/2025,HYUN,LL,,GRY,BE26519,IL,701 N. Sacramento,(773) 265-7605,7127688
06/28/2025,FORD,4D,,BLU,EW63891,IL,701 N. Sacramento,(773) 265-7605,7126421
07/09/2025,SUBA,LL,,WHI,FA59141,IL,701 N. Sacramento,(773) 265-7605,7127686
06/13/2025,LEXS,LL,R35,WHI,DD72720,IL,701 N. Sacramento,(773) 265-7605,7125301
06/13/2025,LEXS,LL,NX3,BLK,AJ68048,IL,701 N. Sacramento,(773) 265-7605,7125309
